Python,Java,JavaScript,React,Node,Express,MongoDB,SQL,HTML,CSS,Git,DSA,Communication,Problem_Solving,Projects_Count,Internship_Count,Certification_Count,Interested_Domain,Career_Role
0.84,0.34,0.02,0.13,0.17,0.01,0.4,0.32,0.09,0.15,0.81,0.31,0.44,0.57,1,2,1,5,DevOps Engineer
0.84,0.11,0.19,0.17,0.32,0.05,0.29,0.22,0.19,0.12,0.85,0.35,0.41,0.69,3,2,2,5,DevOps Engineer
0.67,0.18,0.27,0.17,0.24,0.15,0.39,0.16,0.11,0.0,0.75,0.24,0.42,0.65,3,1,2,5,DevOps Engineer
0.8,0.25,0.26,0.16,0.25,0.21,0.43,0.22,0.26,0.0,0.98,0.15,0.47,0.41,2,2,3,5,DevOps Engineer
0.7,0.22,0.27,0.0,0.1,0.13,0.46,0.33,0.23,0.11,0.9,0.17,0.47,0.6,2,2,2,5,DevOps Engineer
0.61,0.14,0.19,0.11,0.22,0.06,0.4,0.4,0.0,0.29,0.83,0.22,0.52,0.61,2,1,3,5,DevOps Engineer
0.74,0.31,0.09,0.25,0.42,0.38,0.54,0.3,0.17,0.14,0.79,0.14,0.54,0.61,1,2,2,5,DevOps Engineer
0.66,0.26,0.24,0.0,0.35,0.09,0.36,0.46,0.2,0.11,0.73,0.34,0.55,0.35,3,2,2,5,DevOps Engineer
0.69,0.43,0.36,0.0,0.21,0.16,0.33,0.08,0.0,0.02,0.76,0.35,0.48,0.67,3,2,1,5,DevOps Engineer
0.64,0.33,0.09,0.08,0.54,0.0,0.34,0.28,0.06,0.04,1.0,0.23,0.55,0.53,3,2,2,5,DevOps Engineer
0.69,0.36,0.3,0.13,0.29,0.35,0.32,0.25,0.32,0.09,0.98,0.19,0.62,0.46,2,1,3,5,DevOps Engineer
0.68,0.27,0.16,0.19,0.37,0.1,0.26,0.15,0.0,0.2,0.92,0.41,0.3,0.63,3,1,3,5,DevOps Engineer
0.92,0.35,0.17,0.2,0.4,0.4,0.39,0.28,0.01,0.16,0.71,0.39,0.57,0.67,2,2,3,5,DevOps Engineer
0.84,0.43,0.08,0.32,0.0,0.23,0.25,0.34,0.07,0.0,0.81,0.21,0.51,0.72,1,2,2,5,DevOps Engineer
0.54,0.21,0.34,0.05,0.14,0.03,0.39,0.48,0.13,0.21,0.95,0.12,0.57,0.46,1,2,3,5,DevOps Engineer
0.78,0.13,0.0,0.13,0.44,0.16,0.33,0.28,0.29,0.02,0.97,0.16,0.37,0.7,2,1,3,5,DevOps Engineer
0.47,0.14,0.1,0.09,0.07,0.27,0.39,0.17,0.12,0.0,0.89,0.08,0.3,0.55,3,2,1,5,DevOps Engineer
0.46,0.16,0.61,0.1,0.43,0.32,0.25,0.08,0.18,0.0,1.0,0.29,0.57,0.64,1,1,1,5,DevOps Engineer
0.53,0.25,0.46,0.14,0.44,0.08,0.28,0.16,0.0,0.0,0.93,0.26,0.61,0.56,2,2,1,5,DevOps Engineer
0.53,0.39,0.2,0.06,0.1,0.42,0.29,0.33,0.0,0.55,0.92,0.23,0.57,0.69,3,2,2,5,DevOps Engineer
0.74,0.11,0.32,0.05,0.24,0.2,0.33,0.52,0.2,0.0,0.81,0.14,0.62,0.59,2,1,3,5,DevOps Engineer
0.77,0.25,0.3,0.18,0.29,0.18,0.6,0.14,0.03,0.24,1.0,0.28,0.42,0.52,2,2,3,5,DevOps Engineer
0.71,0.21,0.3,0.02,0.33,0.21,0.49,0.41,0.18,0.0,1.0,0.48,0.44,0.63,1,1,3,5,DevOps Engineer
0.79,0.41,0.24,0.0,0.34,0.2,0.46,0.49,0.08,0.12,0.8,0.41,0.58,0.63,2,2,3,5,DevOps Engineer
0.64,0.24,0.17,0.05,0.27,0.15,0.4,0.19,0.0,0.07,0.95,0.17,0.43,0.58,3,2,3,5,DevOps Engineer
0.81,0.2,0.3,0.0,0.22,0.29,0.5,0.37,0.0,0.05,0.92,0.2,0.66,0.31,3,2,2,5,DevOps Engineer
0.89,0.49,0.25,0.14,0.31,0.0,0.23,0.31,0.17,0.13,0.79,0.41,0.68,0.71,3,2,2,5,DevOps Engineer
0.66,0.28,0.32,0.08,0.44,0.19,0.26,0.15,0.08,0.21,0.82,0.39,0.51,0.67,1,2,3,5,DevOps Engineer
0.6,0.37,0.36,0.0,0.51,0.18,0.28,0.39,0.05,0.09,0.85,0.2,0.59,0.57,3,1,2,5,DevOps Engineer
0.7,0.18,0.29,0.0,0.07,0.21,0.28,0.32,0.2,0.22,0.96,0.14,0.41,0.6,2,1,1,5,DevOps Engineer
0.82,0.14,0.3,0.18,0.39,0.24,0.32,0.37,0.05,0.12,0.81,0.26,0.48,0.65,3,2,2,5,DevOps Engineer
0.83,0.17,0.28,0.0,0.39,0.01,0.36,0.05,0.0,0.0,0.98,0.31,0.44,0.61,2,1,3,5,DevOps Engineer
0.8,0.13,0.26,0.22,0.39,0.19,0.4,0.45,0.17,0.31,0.69,0.41,0.4,0.59,2,2,2,5,DevOps Engineer
0.77,0.32,0.13,0.0,0.41,0.2,0.45,0.3,0.11,0.13,0.95,0.41,0.35,0.67,2,2,2,5,DevOps Engineer
0.81,0.14,0.27,0.0,0.04,0.33,0.23,0.28,0.27,0.17,0.94,0.29,0.52,0.52,2,1,3,5,DevOps Engineer
0.7,0.36,0.12,0.03,0.39,0.08,0.59,0.45,0.0,0.28,0.92,0.47,0.52,0.58,2,2,3,5,DevOps Engineer
0.55,0.35,0.11,0.0,0.25,0.33,0.36,0.49,0.17,0.05,1.0,0.35,0.39,0.82,3,1,2,5,DevOps Engineer
0.82,0.21,0.24,0.21,0.28,0.28,0.36,0.26,0.0,0.31,0.84,0.2,0.37,0.61,3,2,3,5,DevOps Engineer
0.74,0.63,0.21,0.11,0.39,0.2,0.2,0.44,0.0,0.05,1.0,0.26,0.42,0.71,2,2,2,5,DevOps Engineer
0.8,0.4,0.13,0.15,0.36,0.31,0.2,0.46,0.18,0.0,0.88,0.4,0.37,0.49,1,2,3,5,DevOps Engineer
0.73,0.3,0.3,0.09,0.21,0.34,0.11,0.31,0.06,0.0,0.94,0.36,0.4,0.43,2,2,3,5,DevOps Engineer
0.76,0.47,0.04,0.16,0.45,0.28,0.54,0.23,0.25,0.01,0.91,0.24,0.44,0.39,1,1,2,5,DevOps Engineer
0.51,0.49,0.17,0.0,0.29,0.23,0.3,0.26,0.26,0.0,0.83,0.06,0.72,0.68,2,2,3,5,DevOps Engineer
0.76,0.17,0.14,0.2,0.49,0.27,0.32,0.28,0.15,0.07,0.99,0.21,0.69,0.59,3,2,2,5,DevOps Engineer
0.53,0.25,0.29,0.28,0.58,0.2,0.47,0.23,0.0,0.0,0.95,0.45,0.59,0.61,3,1,2,5,DevOps Engineer
0.88,0.48,0.3,0.04,0.23,0.1,0.51,0.15,0.18,0.0,1.0,0.3,0.66,0.74,1,2,1,5,DevOps Engineer
0.66,0.08,0.35,0.2,0.31,0.14,0.47,0.25,0.21,0.32,0.84,0.39,0.42,0.72,3,2,3,5,DevOps Engineer
0.78,0.38,0.24,0.0,0.41,0.19,0.43,0.31,0.29,0.0,0.86,0.36,0.5,0.54,1,1,2,5,DevOps Engineer
0.48,0.3,0.14,0.14,0.38,0.27,0.2,0.3,0.0,0.31,0.86,0.14,0.43,0.62,3,2,2,5,DevOps Engineer
0.81,0.44,0.41,0.0,0.21,0.13,0.3,0.46,0.0,0.05,0.7,0.39,0.48,0.71,3,2,2,5,DevOps Engineer
0.77,0.32,0.36,0.16,0.3,0.45,0.5,0.37,0.02,0.0,0.87,0.12,0.46,0.7,3,1,3,5,DevOps Engineer
0.75,0.24,0.43,0.06,0.28,0.29,0.46,0.26,0.15,0.0,0.93,0.37,0.45,0.56,3,2,2,5,DevOps Engineer
0.55,0.5,0.16,0.02,0.29,0.25,0.38,0.0,0.13,0.21,0.79,0.49,0.6,0.66,1,2,3,5,DevOps Engineer
0.68,0.2,0.18,0.11,0.29,0.17,0.42,0.51,0.25,0.06,0.99,0.38,0.45,0.6,1,2,1,5,DevOps Engineer
0.96,0.21,0.12,0.08,0.49,0.0,0.49,0.24,0.05,0.0,0.87,0.18,0.43,0.3,3,2,1,5,DevOps Engineer
0.64,0.19,0.31,0.21,0.4,0.22,0.31,0.24,0.24,0.03,0.92,0.21,0.48,0.47,3,2,2,5,DevOps Engineer
0.73,0.25,0.17,0.0,0.28,0.37,0.35,0.42,0.0,0.19,0.9,0.34,0.5,0.68,3,2,2,5,DevOps Engineer
0.75,0.26,0.37,0.16,0.31,0.25,0.35,0.15,0.22,0.09,0.69,0.36,0.5,0.8,1,2,3,5,DevOps Engineer
0.61,0.06,0.09,0.07,0.12,0.52,0.24,0.44,0.09,0.03,0.87,0.3,0.53,0.48,2,2,2,5,DevOps Engineer
0.89,0.3,0.11,0.04,0.15,0.24,0.39,0.54,0.16,0.33,0.78,0.26,0.61,0.67,3,1,2,5,DevOps Engineer
0.95,0.09,0.25,0.0,0.07,0.18,0.23,0.28,0.1,0.23,0.72,0.41,0.51,0.72,3,2,2,5,DevOps Engineer
0.85,0.48,0.09,0.31,0.17,0.29,0.39,0.39,0.07,0.17,1.0,0.43,0.49,0.49,1,2,2,5,DevOps Engineer
0.72,0.22,0.18,0.15,0.42,0.02,0.4,0.49,0.07,0.21,0.96,0.41,0.4,0.5,3,1,1,5,DevOps Engineer
0.6,0.53,0.24,0.03,0.3,0.16,0.59,0.41,0.15,0.31,0.78,0.39,0.57,0.57,3,2,2,5,DevOps Engineer
0.67,0.21,0.33,0.16,0.39,0.27,0.55,0.4,0.04,0.03,0.94,0.57,0.48,0.64,3,2,2,5,DevOps Engineer
0.69,0.4,0.14,0.15,0.2,0.41,0.45,0.22,0.31,0.16,0.82,0.28,0.36,0.46,2,2,1,5,DevOps Engineer
0.97,0.59,0.09,0.06,0.11,0.06,0.53,0.33,0.27,0.0,0.83,0.37,0.63,0.4,1,1,3,5,DevOps Engineer
0.81,0.12,0.11,0.14,0.28,0.25,0.42,0.52,0.16,0.05,0.85,0.44,0.32,0.67,2,2,1,5,DevOps Engineer
0.78,0.21,0.3,0.0,0.33,0.2,0.33,0.47,0.1,0.05,0.94,0.13,0.79,0.47,3,2,1,5,DevOps Engineer
0.49,0.27,0.36,0.0,0.52,0.33,0.24,0.17,0.0,0.14,0.89,0.29,0.44,0.62,3,2,2,5,DevOps Engineer
0.69,0.43,0.35,0.24,0.23,0.13,0.5,0.29,0.1,0.02,1.0,0.42,0.49,0.52,3,2,2,5,DevOps Engineer
0.8,0.31,0.17,0.0,0.22,0.31,0.25,0.51,0.11,0.0,0.96,0.35,0.45,0.71,2,2,3,5,DevOps Engineer
0.46,0.53,0.38,0.12,0.2,0.03,0.41,0.55,0.3,0.12,0.74,0.12,0.86,0.66,0,1,2,6,QA Engineer
0.54,0.28,0.34,0.0,0.25,0.16,0.27,0.61,0.18,0.22,0.51,0.5,0.6,0.64,1,1,2,6,QA Engineer
0.81,0.26,0.34,0.16,0.24,0.26,0.15,0.63,0.31,0.16,0.63,0.43,0.7,0.7,1,1,2,6,QA Engineer
0.55,0.55,0.44,0.02,0.15,0.29,0.27,0.65,0.16,0.3,0.59,0.37,0.6,0.94,1,1,2,6,QA Engineer
0.64,0.36,0.4,0.0,0.14,0.14,0.25,0.54,0.11,0.23,0.57,0.21,0.71,0.49,1,1,2,6,QA Engineer
0.56,0.58,0.44,0.02,0.25,0.42,0.17,0.52,0.3,0.12,0.7,0.22,0.86,0.76,1,1,1,6,QA Engineer
0.56,0.34,0.29,0.0,0.02,0.0,0.21,0.28,0.36,0.26,0.59,0.31,0.67,0.73,1,1,1,6,QA Engineer
0.43,0.34,0.31,0.25,0.15,0.1,0.24,0.59,0.34,0.43,0.71,0.3,0.53,0.64,2,0,1,6,QA Engineer
0.51,0.32,0.46,0.0,0.46,0.36,0.32,0.43,0.32,0.35,0.67,0.18,0.62,0.65,1,1,1,6,QA Engineer
0.26,0.42,0.44,0.19,0.13,0.01,0.15,0.68,0.29,0.3,0.44,0.4,0.73,0.66,2,2,2,6,QA Engineer
0.32,0.41,0.44,0.14,0.17,0.23,0.26,0.69,0.51,0.23,0.61,0.19,0.75,0.78,1,1,1,6,QA Engineer
0.51,0.28,0.33,0.17,0.49,0.16,0.25,0.53,0.18,0.12,0.35,0.46,0.43,0.67,1,1,1,6,QA Engineer
0.41,0.39,0.42,0.33,0.0,0.2,0.16,0.71,0.34,0.27,0.64,0.19,0.85,0.8,1,0,1,6,QA Engineer
0.5,0.4,0.34,0.3,0.24,0.21,0.25,0.96,0.16,0.1,0.43,0.27,0.73,0.64,0,1,2,6,QA Engineer
0.61,0.53,0.43,0.08,0.11,0.15,0.14,0.69,0.34,0.28,0.46,0.47,0.65,0.57,0,1,2,6,QA Engineer
0.48,0.38,0.31,0.12,0.33,0.24,0.07,0.56,0.23,0.21,0.76,0.28,0.69,0.91,1,0,2,6,QA Engineer
0.39,0.49,0.43,0.09,0.3,0.06,0.34,0.42,0.2,0.08,0.53,0.34,0.78,0.69,2,1,1,6,QA Engineer
0.62,0.62,0.45,0.0,0.22,0.13,0.44,0.68,0.35,0.28,0.6,0.45,0.63,0.82,0,1,2,6,QA Engineer
0.36,0.41,0.49,0.24,0.12,0.16,0.26,0.71,0.34,0.35,0.82,0.1,0.88,0.86,1,0,2,6,QA Engineer
0.5,0.41,0.43,0.03,0.06,0.27,0.17,0.62,0.27,0.2,0.55,0.18,0.76,0.63,0,0,2,6,QA Engineer
0.59,0.36,0.39,0.0,0.31,0.27,0.14,0.47,0.14,0.32,0.61,0.33,0.6,0.52,0,2,2,6,QA Engineer
0.43,0.42,0.45,0.17,0.19,0.02,0.41,0.56,0.25,0.19,0.57,0.09,0.77,0.6,2,0,2,6,QA Engineer
0.42,0.49,0.45,0.09,0.11,0.33,0.14,0.62,0.41,0.08,0.47,0.6,0.6,0.89,2,0,2,6,QA Engineer
0.53,0.4,0.18,0.21,0.06,0.25,0.11,0.47,0.41,0.21,0.6,0.53,0.93,0.67,0,1,2,6,QA Engineer
0.54,0.4,0.24,0.11,0.2,0.19,0.45,0.76,0.52,0.24,0.81,0.2,0.66,0.63,1,2,2,6,QA Engineer
0.62,0.39,0.35,0.04,0.18,0.19,0.35,0.84,0.32,0.1,0.53,0.28,0.58,0.56,0,1,2,6,QA Engineer
0.49,0.37,0.64,0.24,0.22,0.14,0.35,0.61,0.22,0.13,0.68,0.41,0.78,0.78,1,2,2,6,QA Engineer
0.31,0.51,0.46,0.13,0.25,0.12,0.08,0.6,0.44,0.39,0.7,0.3,0.73,0.7,2,0,2,6,QA Engineer
0.58,0.47,0.54,0.01,0.25,0.21,0.21,0.6,0.4,0.29,0.6,0.24,0.63,0.7,1,2,2,6,QA Engineer
0.5,0.55,0.21,0.07,0.27,0.19,0.13,0.54,0.34,0.01,0.61,0.39,0.66,0.51,0,1,2,6,QA Engineer
0.48,0.41,0.33,0.04,0.28,0.17,0.3,0.59,0.16,0.12,0.89,0.29,0.51,0.56,2,1,1,6,QA Engineer
0.54,0.52,0.42,0.2,0.34,0.33,0.02,0.55,0.44,0.26,0.59,0.36,0.57,0.79,1,2,1,6,QA Engineer
0.47,0.36,0.61,0.0,0.01,0.29,0.05,0.36,0.42,0.35,0.44,0.08,0.55,0.62,1,2,2,6,QA Engineer
0.5,0.03,0.39,0.17,0.0,0.21,0.19,0.54,0.46,0.33,1.0,0.15,0.75,0.88,0,1,1,6,QA Engineer
0.49,0.55,0.39,0.24,0.21,0.2,0.16,0.72,0.32,0.11,0.64,0.25,0.64,0.84,1,1,2,6,QA Engineer
0.52,0.49,0.32,0.0,0.18,0.29,0.07,0.88,0.14,0.13,0.74,0.42,0.81,0.62,1,0,2,6,QA Engineer
0.56,0.41,0.39,0.06,0.17,0.11,0.14,0.49,0.25,0.24,0.7,0.29,0.69,0.72,2,1,2,6,QA Engineer
0.25,0.53,0.26,0.08,0.3,0.15,0.23,0.7,0.52,0.2,0.62,0.3,0.67,0.54,0,0,2,6,QA Engineer
0.47,0.24,0.2,0.05,0.16,0.09,0.29,0.55,0.18,0.17,0.52,0.5,0.66,0.59,1,2,2,6,QA Engineer
0.68,0.31,0.34,0.43,0.1,0.39,0.2,0.47,0.13,0.21,0.47,0.26,0.47,0.74,0,2,1,6,QA Engineer
0.63,0.32,0.36,0.19,0.26,0.29,0.17,0.65,0.26,0.37,0.42,0.12,0.61,0.62,0,0,1,6,QA Engineer
0.44,0.42,0.22,0.01,0.29,0.51,0.0,0.58,0.35,0.13,0.7,0.2,0.72,0.64,1,1,2,6,QA Engineer
0.42,0.46,0.35,0.04,0.12,0.3,0.22,0.77,0.34,0.38,0.68,0.27,0.68,0.92,0,1,1,6,QA Engineer
0.4,0.42,0.32,0.1,0.15,0.0,0.25,0.6,0.46,0.22,0.69,0.2,0.74,0.8,2,1,1,6,QA Engineer
0.52,0.4,0.48,0.2,0.0,0.14,0.23,0.73,0.29,0.36,0.67,0.35,0.69,0.7,1,1,2,6,QA Engineer
0.39,0.48,0.34,0.19,0.19,0.38,0.11,0.77,0.42,0.15,0.49,0.53,0.59,0.74,1,1,2,6,QA Engineer
0.44,0.38,0.52,0.0,0.12,0.23,0.17,0.49,0.38,0.26,0.7,0.28,0.49,0.7,1,1,2,6,QA Engineer
0.4,0.13,0.25,0.2,0.0,0.14,0.15,0.63,0.33,0.25,0.58,0.19,0.81,0.49,1,0,1,6,QA Engineer
0.38,0.28,0.33,0.05,0.37,0.07,0.29,0.67,0.27,0.29,0.65,0.15,0.63,0.75,1,1,2,6,QA Engineer
0.46,0.35,0.5,0.03,0.18,0.29,0.16,0.55,0.4,0.34,0.6,0.5,0.72,0.81,1,0,2,6,QA Engineer
0.46,0.23,0.4,0.12,0.33,0.34,0.16,0.85,0.17,0.03,0.45,0.16,0.79,0.9,0,1,1,6,QA Engineer
0.48,0.44,0.47,0.0,0.13,0.0,0.32,0.56,0.36,0.37,0.63,0.29,0.72,0.71,1,1,2,6,QA Engineer
0.65,0.24,0.58,0.14,0.23,0.32,0.13,0.71,0.25,0.02,0.48,0.37,0.59,0.89,1,1,2,6,QA Engineer
0.52,0.43,0.25,0.19,0.28,0.24,0.29,0.48,0.19,0.17,0.52,0.36,0.8,0.62,0,0,1,6,QA Engineer
0.49,0.55,0.36,0.2,0.12,0.28,0.17,0.78,0.26,0.13,0.78,0.23,0.73,0.63,1,1,1,6,QA Engineer
0.5,0.43,0.4,0.1,0.16,0.47,0.23,0.61,0.41,0.13,0.45,0.41,0.66,0.86,0,1,2,6,QA Engineer
0.79,0.37,0.51,0.02,0.39,0.3,0.07,0.37,0.32,0.26,0.69,0.21,0.62,0.47,1,1,1,6,QA Engineer
0.47,0.25,0.49,0.23,0.12,0.12,0.0,0.54,0.19,0.02,0.56,0.3,0.68,0.66,2,1,1,6,QA Engineer
0.28,0.36,0.57,0.22,0.16,0.19,0.22,0.53,0.23,0.12,0.66,0.17,0.87,0.7,2,0,2,6,QA Engineer
0.41,0.63,0.39,0.02,0.34,0.21,0.16,0.62,0.22,0.08,0.59,0.18,0.7,0.74,1,1,2,6,QA Engineer
0.47,0.09,0.24,0.0,0.33,0.28,0.13,0.69,0.41,0.18,0.43,0.28,0.69,0.55,2,1,1,6,QA Engineer
0.46,0.28,0.26,0.27,0.42,0.39,0.3,0.9,0.27,0.16,0.6,0.47,0.77,0.91,2,1,1,6,QA Engineer
0.6,0.2,0.61,0.13,0.42,0.32,0.04,0.61,0.08,0.09,0.58,0.22,0.64,0.62,0,2,2,6,QA Engineer
0.47,0.4,0.4,0.07,0.01,0.0,0.29,0.58,0.42,0.15,0.6,0.41,0.89,0.66,1,1,1,6,QA Engineer
0.59,0.24,0.41,0.13,0.13,0.39,0.31,0.55,0.29,0.31,0.61,0.47,0.77,0.73,2,1,2,6,QA Engineer
0.46,0.36,0.42,0.18,0.18,0.31,0.15,0.61,0.6,0.06,0.55,0.08,0.73,0.7,0,1,2,6,QA Engineer
0.55,0.35,0.39,0.0,0.15,0.15,0.2,0.43,0.26,0.17,0.62,0.47,0.69,0.55,2,1,2,6,QA Engineer
0.5,0.28,0.3,0.11,0.08,0.09,0.13,0.48,0.31,0.16,0.77,0.16,0.84,0.73,1,1,1,6,QA Engineer
0.48,0.16,0.48,0.12,0.13,0.15,0.08,0.6,0.18,0.2,0.64,0.38,0.75,0.66,1,1,1,6,QA Engineer
0.58,0.33,0.49,0.07,0.0,0.08,0.15,0.76,0.41,0.39,0.8,0.24,0.68,0.65,2,2,1,6,QA Engineer
0.44,0.42,0.51,0.13,0.24,0.16,0.17,0.48,0.4,0.0,0.72,0.13,0.82,0.66,2,1,1,6,QA Engineer
0.47,0.45,0.35,0.17,0.11,0.32,0.29,0.53,0.39,0.07,0.62,0.21,0.74,0.68,0,2,2,6,QA Engineer
0.47,0.54,0.36,0.0,0.41,0.07,0.17,0.53,0.38,0.26,0.49,0.22,0.72,0.73,1,1,2,6,QA Engineer
0.55,0.38,0.48,0.09,0.2,0.23,0.31,0.52,0.24,0.12,0.56,0.47,0.77,0.56,2,1,1,6,QA Engineer
0.61,0.55,0.31,0.0,0.17,0.07,0.21,0.58,0.34,0.37,0.7,0.36,0.46,0.75,1,1,1,6,QA Engineer
0.43,0.29,0.39,0.0,0.19,0.32,0.05,0.68,0.42,0.17,0.6,0.24,0.66,0.8,0,2,2,6,QA Engineer
0.6,0.23,0.47,0.0,0.27,0.34,0.11,0.5,0.31,0.09,0.34,0.3,0.74,0.66,1,1,1,6,QA Engineer
0.55,0.36,0.41,0.0,0.36,0.31,0.35,0.68,0.17,0.14,0.52,0.27,0.83,0.52,2,1,2,6,QA Engineer
0.46,0.53,0.37,0.16,0.21,0.0,0.03,0.65,0.34,0.19,0.76,0.36,0.89,0.4,2,1,2,6,QA Engineer
0.58,0.4,0.59,0.0,0.24,0.0,0.15,0.62,0.26,0.07,0.52,0.18,0.69,0.79,1,1,2,6,QA Engineer
0.52,0.32,0.39,0.01,0.12,0.26,0.09,0.51,0.14,0.14,0.76,0.2,0.61,0.72,1,1,1,6,QA Engineer
0.53,0.38,0.64,0.09,0.15,0.12,0.0,0.7,0.02,0.2,0.58,0.57,0.48,0.59,2,0,1,6,QA Engineer
0.35,0.44,0.12,0.1,0.13,0.32,0.41,0.56,0.47,0.16,0.48,0.51,0.76,0.7,1,2,2,6,QA Engineer
0.58,0.36,0.36,0.17,0.18,0.18,0.07,0.59,0.0,0.0,0.56,0.38,0.89,0.75,2,1,2,6,QA Engineer
0.57,0.31,0.52,0.38,0.11,0.06,0.22,0.71,0.29,0.07,0.59,0.37,0.65,0.77,1,1,1,6,QA Engineer
0.62,0.21,0.49,0.0,0.17,0.37,0.24,0.7,0.28,0.0,0.49,0.38,0.74,0.9,1,1,1,6,QA Engineer
0.55,0.3,0.37,0.07,0.26,0.33,0.06,0.82,0.49,0.09,0.61,0.51,0.85,0.66,1,2,2,6,QA Engineer
0.58,0.54,0.35,0.0,0.19,0.11,0.21,0.63,0.24,0.11,0.34,0.28,0.65,0.66,2,0,2,6,QA Engineer
0.32,0.45,0.37,0.11,0.11,0.26,0.1,0.61,0.36,0.37,0.7,0.31,0.7,0.74,1,1,2,6,QA Engineer
0.32,0.19,0.25,0.1,0.28,0.0,0.36,0.62,0.11,0.21,0.73,0.37,0.83,0.54,1,1,2,6,QA Engineer
0.7,0.37,0.39,0.02,0.25,0.15,0.14,0.67,0.44,0.07,0.7,0.45,0.49,0.6,0,1,2,6,QA Engineer
0.53,0.53,0.1,0.16,0.14,0.26,0.09,0.74,0.41,0.27,0.7,0.21,0.63,0.79,1,1,2,6,QA Engineer
0.23,0.45,0.35,0.19,0.19,0.1,0.41,0.79,0.28,0.24,0.54,0.1,0.86,0.6,1,0,2,6,QA Engineer
0.61,0.33,0.41,0.02,0.46,0.28,0.27,0.68,0.25,0.38,0.59,0.51,0.66,0.79,2,1,1,6,QA Engineer
0.8,0.32,0.18,0.01,0.11,0.11,0.31,0.64,0.16,0.37,0.83,0.1,0.84,0.68,0,1,1,6,QA Engineer
0.44,0.23,0.36,0.23,0.17,0.28,0.22,0.61,0.49,0.08,0.48,0.19,0.74,0.71,1,1,1,6,QA Engineer
0.39,0.4,0.64,0.0,0.2,0.09,0.25,0.35,0.18,0.35,0.6,0.21,0.69,0.69,1,1,2,6,QA Engineer
0.52,0.46,0.34,0.3,0.1,0.23,0.3,0.59,0.28,0.03,0.76,0.28,0.76,0.78,1,0,1,6,QA Engineer
0.36,0.61,0.42,0.04,0.17,0.21,0.33,0.62,0.34,0.35,0.55,0.34,0.75,0.72,1,2,2,6,QA Engineer
0.55,0.71,0.34,0.17,0.35,0.14,0.0,0.68,0.31,0.24,0.61,0.44,0.69,0.96,1,1,2,6,QA Engineer
0.38,0.45,0.53,0.33,0.35,0.23,0.27,0.51,0.4,0.31,0.3,0.32,0.88,0.62,2,0,1,6,QA Engineer
0.56,0.44,0.45,0.06,0.24,0.18,0.24,0.58,0.27,0.02,0.6,0.33,0.92,0.76,2,1,2,6,QA Engineer
0.4,0.36,0.24,0.06,0.23,0.33,0.46,0.38,0.19,0.16,0.62,0.34,0.63,0.4,1,2,2,6,QA Engineer
0.37,0.54,0.4,0.32,0.08,0.51,0.52,0.52,0.25,0.35,0.53,0.27,0.61,0.62,1,1,2,6,QA Engineer
0.65,0.43,0.55,0.02,0.24,0.24,0.36,0.71,0.38,0.3,0.45,0.28,0.58,0.62,1,1,1,6,QA Engineer
0.45,0.44,0.32,0.08,0.5,0.27,0.1,0.75,0.49,0.27,0.51,0.42,0.63,0.86,2,1,2,6,QA Engineer
0.64,0.49,0.39,0.14,0.19,0.11,0.19,0.59,0.1,0.29,0.71,0.37,0.81,0.68,1,1,1,6,QA Engineer
0.37,0.43,0.41,0.1,0.14,0.13,0.07,0.66,0.22,0.32,0.57,0.17,0.67,0.65,1,2,2,6,QA Engineer
0.65,0.29,0.52,0.28,0.38,0.32,0.32,0.56,0.2,0.16,0.4,0.46,0.67,0.85,0,1,2,6,QA Engineer
0.52,0.45,0.23,0.09,0.23,0.15,0.05,0.6,0.8,0.1,0.58,0.45,0.91,0.63,2,1,1,6,QA Engineer
0.58,0.19,0.21,0.02,0.3,0.12,0.2,0.62,0.34,0.39,0.68,0.42,0.68,0.88,1,2,1,6,QA Engineer
0.76,0.3,0.35,0.0,0.24,0.17,0.01,0.59,0.31,0.17,0.38,0.33,0.55,0.81,1,1,2,6,QA Engineer
0.65,0.3,0.27,0.17,0.04,0.1,0.01,0.74,0.18,0.12,0.45,0.25,0.68,0.8,1,1,2,6,QA Engineer
0.74,0.26,0.17,0.04,0.19,0.1,0.32,0.63,0.23,0.14,0.51,0.4,0.64,0.56,2,1,2,6,QA Engineer
0.38,0.6,0.54,0.0,0.08,0.29,0.25,0.56,0.25,0.17,0.71,0.49,0.92,0.61,1,2,2,6,QA Engineer
0.52,0.35,0.4,0.09,0.29,0.35,0.15,0.63,0.22,0.25,0.66,0.28,0.76,0.7,1,0,1,6,QA Engineer
0.6,0.3,0.43,0.07,0.23,0.19,0.1,0.73,0.19,0.28,0.4,0.27,0.88,0.67,1,1,2,6,QA Engineer
0.51,0.34,0.56,0.02,0.23,0.36,0.1,0.7,0.36,0.2,0.48,0.21,0.73,0.53,2,1,2,6,QA Engineer
0.55,0.28,0.36,0.09,0.23,0.2,0.23,0.59,0.33,0.14,0.56,0.23,0.93,0.88,2,0,2,6,QA Engineer
0.46,0.49,0.54,0.11,0.38,0.29,0.13,0.55,0.3,0.01,0.53,0.44,0.86,0.73,2,2,2,6,QA Engineer
0.16,0.39,0.11,0.35,0.36,0.04,0.12,0.18,0.64,0.93,0.4,0.35,0.88,0.51,3,1,1,7,UI/UX Designer
